STATUS,CONTAIN,DATE,CAPS_COUNT,WORDS,NUMBER_COUNTS,CAPS_RATIO,NUMBER_RATIO,TIME,TIME_OF_DAY,NIGHT
spam,"Suka dengan film StarWars. Ayo beli sticker StarWars dan dapatkan diskon 50% dengan bayar pake pulsa IM3 Ooredoo, Klik bit.ly/Im3LINEStwr  SPI1",12/18/2017 15:33,2,22,1,0.090909091,0.045454545,15,DAY,FALSE
ham,okee,4/18/2017 7:45,0,1,0,0,0,7,MORNING,FALSE
spam,"Harga baru BRONET 24Jam 8GB hny Rp59.900 di RAWIT dg akses *123*888# /app AXISnet dr HP. BONUS 1GB setelah pembelian, berlaku di semua jaringan.Info838.AXIS007",1/24/2018 10:31,7,26,2,0.269230769,0.076923077,10,DAY,FALSE
ham,"(CITITRANS)CT: Please use this code, 780674 to verify your number",3/3/2017 9:50,2,11,1,0.181818182,0.090909091,9,MORNING,FALSE
ham,Udh de ?,3/21/2018 12:44,0,2,0,0,0,12,DAY,FALSE
spam,Sisa kuota bonus 4G kamu 73 MB. Terus nikmati internetan di jaringan Indosat Ooredoo. Cek Kuota *123# atau http://im3.do/mc,7/17/2017 22:37,1,22,2,0.045454545,0.090909091,22,NIGHT,TRUE
spam,Sisa Kuota Data Rollover kamu 50 MB. Terus nikmati internetan dengan kuota lainnya. Cek kuota *123# atau klik http://im3.do/mc,8/7/2017 17:00,1,22,2,0.045454545,0.090909091,17,DAY,FALSE
spam,"AGAR TDK DIBLOKIR,sgr registrasi ulang kartu prabayar Anda.Tlp dan SMS keluar diblokir mulai 1-31 Maret 2018.Ketik ULANG#NIK#No.KK SMS ke 4444.Info 838",3/31/2018 13:02,7,27,5,0.259259259,0.185185185,13,DAY,FALSE
ham,Ibu lgs isi gopay aja ya,11/1/2017 9:13,0,6,0,0,0,9,MORNING,FALSE
spam,Isi Voucher Regular 25K pd 29/12/17 17:38 dr GO-JEK SUKSES. TID:01093900003975041279,12/29/2017 17:38,4,16,6,0.25,0.375,17,DAY,FALSE
ham,Sampai mana?,10/18/2017 17:16,0,2,0,0,0,17,DAY,FALSE
ham,"Registrasi paket Anda sedang diproses. Pastikan settingan APN : indosatgprs. User, passwd & proxy dikosongkan. Restart HP Anda setelah registrasi berhasil.",2/17/2018 14:45,2,19,0,0.105263158,0,14,DAY,FALSE
spam,"Ayam (syp/paha bwh),Nasi,Ades Rp.18.181. Add on CD Bebi Glenn Rp.22.727. Tkr SMS hari ini di CFC CIBUBUR JUNC. Selama persediaan msh ada. Promo*606#",2/18/2017 12:23,5,29,3,0.172413793,0.103448276,12,DAY,FALSE
ham,Telegram code 53784,2/15/2017 14:48,0,3,1,0,0.333333333,14,DAY,FALSE
spam,"Pelanggan 085722688068, kamu beruntung dapat download Video + BONUS Nelpon 60mnt. Hubungi *900*8# untuk ambil sekarang.",3/6/2017 16:25,1,16,3,0.0625,0.1875,16,DAY,FALSE
spam,Bonus IM3PUAS : Kamu dpt GRATIS 1000 SMS ke Indosat dan 20 SMS ke operator lain berlaku sekarang s.d jam 23.59. Cek bonus *555*12#,3/22/2018 13:01,4,24,5,0.166666667,0.208333333,13,DAY,FALSE
spam,"Nelpon Ngga Perlu Mahal, Mulai Rp3rb Kamu Bisa ngOBROL Sepuasnya 24Jam ke semua nmr Indosat Ooredoo. Telp *123*999# . Info cek http://im3.do/ObR",9/19/2017 16:04,0,25,2,0,0.08,16,DAY,FALSE
ham,De pesenin buat makanan kucing buat entar sore udah ga ada habis,9/25/2017 8:20,0,12,0,0,0,8,MORNING,FALSE
ham,"Mba war aku lupa nyiapin baju buat besok, hari ini ke apartemen soalnya he he

bawain baju yang kemarin aku pake aja deh yang baju hitam, celana ijo, kerudungnya di atas lemari depan kamar mandi warna ijo juga",6/8/2017 9:21,0,38,0,0,0,9,MORNING,FALSE
spam," Anda mendapatkan PROMO iRing Cita Citata-Bahagia itu sederhana (CER17) Rp 1100,1/3hr (trf berlangganan). Balas YA untuk aktifkan iRing",11/21/2017 14:05,3,20,0,0.15,0,14,DAY,FALSE
spam,"Ayo diaktifkan iRing KERENnya, Cita Citata-Uwiw Uwiw Rp.0,1 hnya dgn balas YA!",10/14/2017 13:28,1,14,0,0.071428571,0,13,DAY,FALSE
ham,Aku tunggu di bec deh ya,12/27/2017 12:49,0,6,0,0,0,12,DAY,FALSE
ham,Mohon kirimkan NIK dan Nomer Kartu Keluarga Anda. Ketik : Daftar#NIK#NomerKartuKeluarga kirim ke 4444. Contoh : DAFTAR#3212330419910000#3212340304199999,12/27/2017 16:16,3,19,3,0.157894737,0.157894737,16,DAY,FALSE
ham,78,3/10/2017 7:48,0,1,1,0,1,7,MORNING,FALSE
spam,"AXIS Berbagi DISKON! Bronet 24jam 2GB CUMA 25rb,30hr (Norm 30,900) Balas YA, utk dapetin skrg. Internetan makin eksis krn diskon dr AXIS! Info838 AND01A",3/24/2018 8:35,7,25,0,0.28,0,8,MORNING,FALSE
spam,Isi Voucher Regular 25K pd 05/12/17 09:04 dr GO-JEK SUKSES. TID:01069600003713097026,12/5/2017 9:04,4,16,6,0.25,0.375,9,MORNING,FALSE
ham,"kak tiara ini dzaka. mau bayar hutang makan kemarin dong, yg pas pulang dari ngelayat kak taro. kutransfer aja ya, minta nomor rekeningnya hehe",8/7/2017 17:14,0,24,0,0,0,17,DAY,FALSE
ham,gapapa sih saya dok,2/21/2017 21:06,0,4,0,0,0,21,NIGHT,TRUE
ham,Posisi d mana mba,11/20/2017 8:46,0,4,0,0,0,8,MORNING,FALSE
ham,TRF 8277085722688068 40000,2/13/2018 22:21,1,3,2,0.333333333,0.666666667,22,NIGHT,TRUE
ham,Ini sesuai aplikasi y? Gojek...,7/13/2017 14:06,0,5,0,0,0,14,DAY,FALSE
spam,"Mau cepat dpt kerja? Ayo update terus infonya  di TOP KARIR  dgn tekan *123*554*9# Ada BEASISWANYA juga lho! Tarif Rp2.200/SMS,2SMS/mgu. Info 08001009189. DSI4",4/9/2018 13:08,6,28,4,0.214285714,0.142857143,13,DAY,FALSE
ham,"aku isi paket internet via gojek ga masuk2, terus akhirnya aku isi pulsa, terus pesen paket internet, padahal pulsanya udh nambah tapi bilangnya pulsa tidak mencukupi. ini go pay ku udah kesedot gitu dua paket ga masuk2",11/1/2017 9:46,0,37,0,0,0,9,MORNING,FALSE
ham,KITABISA.COM: Segera transfer TEPAT Rp 75.745 ke rek BNI 7878078003 an. YAYASAN KITA BISA utk zakat #762849 sebelum 4 Dec 10:00 WIB,12/3/2017 13:22,7,23,6,0.304347826,0.260869565,13,DAY,FALSE
ham,02/12/2017 10:30 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.200.000 ketik digit ke-6&4 PIN Anda,12/2/2017 10:30,4,19,9,0.210526316,0.473684211,10,DAY,FALSE
ham,apartemen,3/10/2017 8:26,0,1,0,0,0,8,MORNING,FALSE
ham,"Plgn 085722688068, +10 KOIN PULSA mu hari ini belum diambil? Hub *858*22# utk Ambil. Sayang lho ga diambil, bisa buat tuker pulsa. Hub *858*22# & Pilih 1 OK.",12/22/2017 10:18,3,29,7,0.103448276,0.24137931,10,DAY,FALSE
spam,"Beli 6 Gratis 6 Donut dari DUNKIN DONUTS BORMA SETIABUDI. Tukarkan SMS ini segera. Hanya berlaku untuk hari ini. Selama persediaan masih ada. Promo *606#
",3/5/2017 7:46,5,25,3,0.2,0.12,7,MORNING,FALSE
ham,TRF 7878078003 200197,3/10/2017 7:47,1,3,2,0.333333333,0.666666667,7,MORNING,FALSE
ham,"10/12/2017 11:11 Pada No. Rek 378088918 ada dana keluar sebesar Rp 135.000,00. Saldo akhir: Rp 1.355.091,00.Berita: TRF PAY TOP UP ECHANNEL.",12/10/2017 11:11,5,25,6,0.2,0.24,11,DAY,FALSE
ham,"Go Mobile
22Dec17 18:06
Ref 12220020397584
Trf Dana ke
800142351700
GOPAY tiara
IDR 150,000.00
SUKSES",12/22/2017 18:06,3,16,4,0.1875,0.25,18,NIGHT,TRUE
ham,mba Tiara pk bj ap?,2/24/2017 20:48,0,5,0,0,0,20,NIGHT,TRUE
spam,Pulsamu <Rp500.Mau PULSA SOS 10000 bs dipakai ke SemuaOperator sd 5hr?Pembayaran Rp10000 & BeaJasa Rp4000 akan dipotong saat isi Pulsa.Balas YA ke 505 /tkn*505#,7/13/2017 15:15,3,26,3,0.115384615,0.115384615,15,DAY,FALSE
ham,TOP GOPAY CUSTOMER 085722688068 50000 ,12/11/2017 8:53,3,5,2,0.6,0.4,8,MORNING,FALSE
spam,"awas ketinggalan iRing Shae-Up Up n Away, Rp.0,1/3hr prpnjngan Rp.3190 .Lngsung bls YA aja ya!",4/11/2018 12:58,1,19,1,0.052631579,0.052631579,12,DAY,FALSE
spam,Nelpon 3 Mnt (Berbayar) Khusus Hari ini (07-Mar-17) GRATIS Kuota Data 200MB (masa blaku 2hr) buat Kartu Kamu! Promo ini Hny Blaku Khusus utk Nomor ini!,3/7/2017 7:20,2,28,3,0.071428571,0.107142857,7,MORNING,FALSE
spam,"Pelanggan Yth, Pulsa Anda tdk mencukupi. Tersedia PULSA SIAGA utk Anda, pembyran dilakukan saat isi pulsa, hub *911# atau bls SMS ini ktk 0",12/29/2017 10:15,3,24,2,0.125,0.083333333,10,DAY,FALSE
ham,"Saya di happy juice jl. margonda Pak, tadi saya gabisa masang pinnya di luar yang ditentukan sama aplikasinya jadi td saya cepet2 telepon, bapak bisa kesini atau perlu saya cancel?",5/15/2017 19:34,0,30,0,0,0,19,NIGHT,TRUE
ham,Hai JDers! (038249) adalah kode verifikasi akun anda.,12/14/2017 21:57,0,8,1,0,0.125,21,NIGHT,TRUE
spam,"Sisa kuota 94 MB. Nikmati BONUS4G,STREAM ON,Nelp SMS.Beli EXTRA Kuota/Upgrade FREEDOM COMBO! Tekan*123# atau im3.do/mc .Kelebihan pakai tarif per KB",2/25/2017 0:47,8,26,2,0.307692308,0.076923077,0,MORNING,FALSE
spam,Ayo isi pulsa IM3 Ooredoo kamu dan dapatkan Voucher Rp50ribu Ranch Market & Farmers Market dari kesupermarket.com Klik di bit.ly/topupindosat SPI1,2/22/2017 11:17,2,21,0,0.095238095,0,11,DAY,FALSE
spam,Sisa kuota bonus 4G kamu 98 MB. Terus nikmati internetan di jaringan Indosat Ooredoo. Cek Kuota *123# atau http://im3.do/mc,11/11/2017 12:38,1,22,2,0.045454545,0.090909091,12,DAY,FALSE
ham,TRF 327813450 50000,6/3/2017 20:17,1,3,2,0.333333333,0.666666667,20,NIGHT,TRUE
spam,"AXIS Berbagi DISKON! Bronet 24jam 2GB CUMA 15rb,30hr (Norm 30,900) Balas YA, utk dapetin skrg. Internetan makin eksis krn diskon dr AXIS! Info838 AND01B",3/6/2018 11:52,7,25,0,0.28,0,11,DAY,FALSE
ham,di depan metro mini banget ya,9/24/2017 22:58,0,6,0,0,0,22,NIGHT,TRUE
ham,"Eh aku lupa, ke bojongkoneng aga susah pake online, ada ojek soalnya",9/3/2017 16:18,0,12,0,0,0,16,DAY,FALSE
ham,Hahaha.. Sendiri aja btw,9/7/2017 14:19,0,4,0,0,0,14,DAY,FALSE
ham,"Maaf, pulsa kamu tdk mencukupi. Isi pulsa & aktifkan FreedomCombo utk nikmati BONUS KUOTA s.d 10GB di semua jaringan.Info *123# atau http://im3.do/NV",11/27/2017 10:10,4,24,1,0.166666667,0.041666667,10,DAY,FALSE
ham,"saya di bukit permai ya, Pak",6/16/2017 7:36,0,6,0,0,0,7,MORNING,FALSE
ham,Heoooll,10/18/2017 14:37,0,1,0,0,0,14,DAY,FALSE
spam,Tonton Drama Korea/Tanah Air di iFLIX dg promo BRONET kuota besar hny di RABU RAWIT *123*888# Ada BONUS 1GB stlh beli BRONET mulai 5GB di RAWIT.Info838.AXIS007,2/19/2018 8:19,8,29,2,0.275862069,0.068965517,8,MORNING,FALSE
ham,"02/08/2017 18:05 Pada No. Rek 378088918 ada dana keluar sebesar Rp 150.000,00. Saldo akhir: Rp 487.752,00.Berita: TRF PAY TOP UP ECHANNEL.",8/2/2017 18:06,5,25,6,0.2,0.24,18,NIGHT,TRUE
spam,Paket kamu akan diperpanjang otomatis HARI INI ke PAKET BRONET 24JAM 100MB 1hr Rp3500. Pastikan pulsa kamu min5rb ya. Info838,3/5/2018 17:24,6,20,0,0.3,0,17,DAY,FALSE
ham,"pak saya baru keluar stasiun cawang, nanti saya ke tukang combro ya",5/16/2017 8:52,0,12,0,0,0,8,MORNING,FALSE
ham,saya baru keluar stasiun pocin lg jalan ke arah happy juice ya,6/5/2017 19:41,0,12,0,0,0,19,NIGHT,TRUE
spam,"Ayo update lagu-lagu MP3 kamu di tahun baru ini, klik bit.ly/IM3Arena SPI1",1/25/2018 13:23,2,14,0,0.142857143,0,13,DAY,FALSE
ham,TRF ANTARBANK 0142331654681 425000 ##,12/13/2017 13:59,2,4,2,0.5,0.5,13,DAY,FALSE
spam,Sisa Kuota Data Rollover kamu 77 MB. Terus nikmati internetan dengan kuota lainnya. Cek kuota *123# atau klik http://im3.do/mc,7/18/2017 8:44,1,22,2,0.045454545,0.090909091,8,MORNING,FALSE
ham,"Pak nanti bisa pencet bel nya aja ya di rumah ada orang, kalau nggak nemu belnya nomornya 0222500619",1/19/2018 12:20,0,18,1,0,0.055555556,12,DAY,FALSE
ham,Ya,3/8/2018 9:52,0,1,0,0,0,9,MORNING,FALSE
ham,"Maaf, pulsa kamu tdk mencukupi. Isi pulsa & aktifkan FreedomCombo utk nikmati BONUS KUOTA s.d 10GB di semua jaringan.Info *123# atau http://im3.do/NV",11/27/2017 9:55,4,24,1,0.166666667,0.041666667,9,MORNING,FALSE
ham,"Go Mobile
10Oct17 14:21
8319545748
Transfer Dana
D 0076078351xxx0
C 49085722688068
GOPAY TIAR
IDR 100,000.00
Sukses.",10/10/2017 14:21,3,17,4,0.176470588,0.235294118,14,DAY,FALSE
ham,Only for Staff! Register w/CIMBNiaga email at shop.samsung .com/id_epp/cimbniaga. Disc upto 30%+Add Disc selected items +0% upto 24mos till 31Mar18. Info 14041,3/28/2018 14:37,0,26,3,0,0.115384615,14,DAY,FALSE
ham, Ok,3/17/2017 7:59,0,1,0,0,0,7,MORNING,FALSE
ham,this number,3/5/2018 13:43,0,2,0,0,0,13,DAY,FALSE
spam,"iRing keren cuman buat km, Repvblik-Aku Tetap Cinta,Rp.0,1 dengan hnya bls YA lho!",10/11/2017 13:54,1,16,0,0.0625,0,13,DAY,FALSE
spam,Anda dipotong biaya Rp 2500 untuk pemakaian layanan PULSA/PAKET SOS. ,1/3/2018 9:25,3,11,1,0.272727273,0.090909091,9,MORNING,FALSE
ham,"Okre. .sama""
sms;deliver;+6285772032288;"";"";2017.07.07 15:56;"";Iya ada . .
sms;deliver;+6285772032288;"";"";2017.07.07 15:43;"";Oh iya. Skrg udah drumah ko
sms;deliver;INDOSAT ;"";"";2017.07.07 13:09;"";Liburan ke luar negeri tanpa khawatir dgn Paket Unlimited Roaming, hemat internetan di 42 negara mulai Rp250rb/3hr. Tekan *122*1#. Info: http://im3.do/ulRO PAI2
sms;deliver;+6281296340018;"";"";2017.07.05 21:31;"";Ok ditggu
sms;deliver;INDOSAT ;"";"";2017.07.05 17:22;"";Isi pulsa IM3 Ooredoo Rp150rb, Rp250rb, dan Rp500rb di Bank CIMB Niaga dapat bonus pulsa. Periode 1Mei-31Juli 2017. Info: im3ooredoo.com/promoniaga CMI1
sms;deliver;3346;"";"";2017.07.05 15:42;"";05/07/2017 15:42 Pada No. Rek 378088918 ada dana keluar sebesar Rp 1.000.000,00. Saldo akhir: Rp 2.107.487,00.Berita: PENARIKAN TUNAI.
sms;deliver;185;"";"";2017.07.05 15:12;"";Seberapa puaskah Anda dengan paket Freedom Combo?",7/7/2017 15:57,8,133,29,0.060150376,0.218045113,15,DAY,FALSE
spam,SELAMAT!kepada pelanggan 085722688068 kamu dpt BONUS GAME SETIAP HARI.Hubungi *858*38# sekarang utk dptkan BONUS GAME.kesempatan HANYA dlm 5 menit.,7/11/2017 16:48,6,21,4,0.285714286,0.19047619,16,DAY,FALSE
ham,05/09/2017 11:04:30 Silakan gunakan passcode 5775 untuk Login Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan memberitahukan kepada siapapun!,9/5/2017 11:06,2,23,7,0.086956522,0.304347826,11,DAY,FALSE
spam,Km baru saja akses Apps Sehari-hari terpopuler.Nikmati akses YOUTUBE ga habis habis dgn beli pkt Unlimited HANYA di *123# atau myIM3 http://im3.do/m3,2/27/2018 1:30,2,26,1,0.076923077,0.038461538,1,MORNING,FALSE
ham,"11/03/2017 11:52 Pada No. Rek 378088918 ada dana keluar sebesar Rp 200.000,00. Saldo akhir: Rp 233.424,00.Berita: TRF PAY TOP UP ECHANNEL.",3/11/2017 11:53,5,25,6,0.2,0.24,11,DAY,FALSE
ham,"kak need pulsa on my other number 50, yang axis ya",3/21/2018 12:14,0,11,1,0,0.090909091,12,DAY,FALSE
ham,KITABISA.COM REMINDER: Segera transfer pembayaran donasi #331963. Batas waktu s.d. 12 Mar 07:41 WIB. Abaikan jika sudah transfer.,3/11/2017 19:01,3,19,4,0.157894737,0.210526316,19,NIGHT,TRUE
ham,"Mba maff ini jaringan Uber saya Eror
 Orderan mba nya ilang.
Coba pesen lg mba.",7/14/2017 8:47,0,15,0,0,0,8,MORNING,FALSE
spam,"Pelanggan Yth, Pulsa Anda tdk mencukupi. Tersedia PULSA SIAGA utk Anda, pembyran dilakukan saat isi pulsa, hub *911# atau bls SMS ini ktk 0",3/16/2018 11:25,3,24,2,0.125,0.083333333,11,DAY,FALSE
spam,"Pelanggan 085722688068, Ada yang Ngajak Kamu Chatting. Hubungi *858*11# untuk baca. Pesan akan dihapus dalam 5 menit. Silakan hubungi *858*11# sekarang.",3/14/2017 14:01,0,23,6,0,0.260869565,14,DAY,FALSE
spam,Ayo dengarkan lagu Andin Komalla - Show You Love di Gtunes! Di www.gtunes.co.id atau Tekan *123*574# sekarang. DSI13,4/5/2018 15:17,1,18,2,0.055555556,0.111111111,15,DAY,FALSE
ham,"Pak, saya di bukit permai blok b6/2 ya",3/13/2017 8:39,0,9,1,0,0.111111111,8,MORNING,FALSE
ham,Transaksi travel online pakai CIMB Clicks gratis perlindungan kecelakaan & tiket nonton di Pasarpolis.com. Ayo transaksi & nikmati manfaatnya! Info S&K 14041.,2/15/2017 16:59,1,21,1,0.047619048,0.047619048,16,DAY,FALSE
ham,"04/08/2017 14:43 Trf Rp 253500 ke 0268977286 an.Sdri ANNISA  M.Utk diproses,reply sms ini,ketik digit ke-2&4 PIN Anda",8/4/2017 14:43,2,24,9,0.083333333,0.375,14,DAY,FALSE
ham,(CITITRANS)CT: Pesanan anda tujuan Dipati Ukur-Fatmawati pd 2018-01-28 21:15:00 dgn no kursi 1 tercatat dgn kode booking BOAP18012418142,1/22/2018 7:47,3,24,7,0.125,0.291666667,7,MORNING,FALSE
ham,haha yang paling murah ran,12/29/2017 16:31,0,5,0,0,0,16,DAY,FALSE
spam,PAKET BRONET 4G OWSEM 4GB sudah aktif. 1GB kuota utama+3GB kuota 4G berlaku di jam 00-23.59 s.d 03-03-2018.Info838,2/2/2018 8:16,6,23,5,0.260869565,0.217391304,8,MORNING,FALSE
ham,"Sisa kuota Kuota Utama: 2.0 GB, Kuota Malam 01.00-06.00: 10.0 GB, Kuota Aplikasi: 4.0 GB. Beli EXTRA Kuota atau upgrade paket sekarang! Tekan *123# atau im3.do",11/27/2017 19:43,4,28,6,0.142857143,0.214285714,19,NIGHT,TRUE
spam,Beli EXTRA kuota 1GB harga DISKON cuma Rp10rb. Ketik YA9 kirim ke 929 sd. 23/12/17,12/23/2017 13:34,4,17,4,0.235294118,0.235294118,13,DAY,FALSE
ham,Teh udh d pesan ya.    teh  maaf tf pembayaran chas apa go pay . saya takut keliru sama kasir nya . makasih ,10/20/2017 12:41,0,20,0,0,0,12,DAY,FALSE
spam,"Pelanggan Yth, Pulsa Anda tdk mencukupi. Tersedia PULSA SIAGA utk Anda, pembyran dilakukan saat isi pulsa, hub *911# atau bls SMS ini ktk 0",3/15/2018 11:03,3,24,2,0.125,0.083333333,11,DAY,FALSE
spam,(AXIS) Kuota utama paket internet kamu telah digunakan seluruhnya. Penggunaan selanjutnya akan dikenakan tarif normal ya. Info838,3/18/2018 14:59,1,17,0,0.058823529,0,14,DAY,FALSE
ham,29/12/2017 19:09 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.100.000 ketik digit ke-2&1 PIN Anda,12/29/2017 19:09,4,19,9,0.210526316,0.473684211,19,NIGHT,TRUE
ham,udh sampe kan?,3/8/2018 9:51,0,3,0,0,0,9,MORNING,FALSE
spam,Beli EXTRA kuota 1GB harga DISKON cuma Rp10rb. Ketik YA9 kirim ke 929 sd. 23/12/17 ,12/22/2017 13:34,4,17,4,0.235294118,0.235294118,13,DAY,FALSE
ham,sebentar ya pak 5 menit,12/13/2017 21:12,0,5,1,0,0.2,21,NIGHT,TRUE
spam,"Kobarkan semangatmu dengan iRing MERAH PUTIH, & menangkan hadiah Samsung S8+ serta pulsa IM3Ooredoo saat Hari Kemerdekaan. Tarif: Rp3.190/7hr. Info *808*2# DBI1",8/5/2017 14:06,3,23,2,0.130434783,0.086956522,14,DAY,FALSE
ham,"Sisa kuota Kuota Utama : 2.0 GB, Kuota Malam: 4.8 GB, Kuota Aplikasi: 879.8 MB. Beli Extra Kuota/upgrade Fredoom Combo di *123#  atau http://im3.do/mc",11/16/2017 8:45,3,27,4,0.111111111,0.148148148,8,MORNING,FALSE
ham,De makan kucng mau  belii kapan ?,2/8/2018 14:50,0,6,0,0,0,14,DAY,FALSE
spam,"Pelanggan 085722688068, Ada yang Ngajak Kamu Chatting. Hubungi *858*11# untuk baca. Pesan akan dihapus dalam 5 menit. Silakan hubungi *858*11# sekarang.",8/29/2017 13:03,0,23,6,0,0.260869565,13,DAY,FALSE
spam,"Sbg upaya peningkatan jaringan, sebagian pelanggan utk smntara akan mengalami gangguan.Mhn maaf atas hal ini.Kami terus berupaya utk peningkatan layanan kami.",3/26/2018 4:42,0,21,0,0,0,4,MORNING,FALSE
ham,makasih zaaak,8/7/2017 18:52,0,2,0,0,0,18,NIGHT,TRUE
spam,"Kamu internetan dg tarif perKB,pemakaian sd saat ini Rp7200.Mau INTERNETAN tnp khawatir kuota habis? Gunakan pkt UNLIMITED ! Beli *123# atau myIM3",12/29/2017 10:30,2,23,1,0.086956522,0.043478261,10,DAY,FALSE
spam,Km baru saja akses Apps Sehari-hari terpopuler.Nikmati akses YOUTUBE ga habis habis dgn beli pkt Unlimited HANYA di *123# atau myIM3 http://im3.do/m3,3/1/2018 0:32,2,26,1,0.076923077,0.038461538,0,MORNING,FALSE
spam, Pkt [Commercial Name] Kamu akan diperpanjang tgl dd/mm/yyyy hh:mi dg BENEFIT BARU. Utk berhenti ketik UNREG ke 363. Info: *123# / im3.do/mc.,10/21/2017 8:31,3,25,2,0.12,0.08,8,MORNING,FALSE
ham,"Internet 1GB Rp 1000/hr aktif s.d. 24/04/2018 20:14. Special dari IM3 Ooredoo, nikmati paket Terbaik dg perpanjangan otomatis. Info?http://im3.do/m3",4/23/2018 20:14,2,27,6,0.074074074,0.222222222,20,NIGHT,TRUE
ham,29/07/2017 07:55:49 Silakan gunakan passcode 1895 untuk Login Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan memberitahukan kepada siapapun!,7/29/2017 7:55,2,23,7,0.086956522,0.304347826,7,MORNING,FALSE
ham,"eh iya, aku habis makan2 sama temen nanti pulang kok ke cibubur, kalau mau di kunci aja nanti aku telpon",5/16/2017 22:02,0,20,0,0,0,22,NIGHT,TRUE
spam,"Paket internet 1 GB, Rp 5rb, berlaku 1 hari. Kirim D1 ke 929 sd 07/11/17.",11/5/2017 12:52,1,17,6,0.058823529,0.352941176,12,DAY,FALSE
ham,usage,7/17/2017 22:53,0,1,0,0,0,22,NIGHT,TRUE
spam,Mainkan games interaktif dgn tkn *463*3# & dptkan hadiah pulsa IM3Ooredoo serta Grand Prize Rp10jt. Tkn *815*6*2# Trf Rp5.500/SMS/7hari.Info: @Indosatcare. DBI1,7/8/2017 8:16,2,25,5,0.08,0.2,8,MORNING,FALSE
ham,"gabisa diganti, Pak, kalau mau saya cancel aja nanti saya order lg",3/3/2017 20:12,0,12,0,0,0,20,NIGHT,TRUE
ham,Woke,12/26/2017 13:48,0,1,0,0,0,13,DAY,FALSE
spam,Cari tahu gaya hidup artis terkini di *123*543#. Tarif berlangganan Rp2.200/3hari. Info: 08001401686.  DSI2,4/4/2018 12:16,1,16,3,0.0625,0.1875,12,DAY,FALSE
ham,Atau emang perlu ibu transfer ke rek cimbniaga ?,11/1/2017 9:09,0,8,0,0,0,9,MORNING,FALSE
ham,"SPESIAL utk kamu,Free 1bln Spotify Premium di*123*123#. Nikmati Internet pakai FREEDOM COMBO pkt lengkap trbaik dg DATA ROLLOVER SisaKuota gak Hilang. im3.do/NV",7/26/2017 17:31,6,27,2,0.222222222,0.074074074,17,DAY,FALSE
spam,(AXIS) Kuota paket data kamu di SENIN-JUMAT hanya 20% lagi. Cek aplikasi AXISnet atau telp *889# untuk melihat detail pemakaian kamu. Info838,1/11/2018 8:28,3,23,2,0.130434783,0.086956522,8,MORNING,FALSE
spam,Hanya utk kamu! Dptkan pulsa SOS Rp10000 utk dipakai ke semua operator sd 7hr. Pembayaran Rp10000 & BeaJasa Rp3000 yg dipotong saat isi Pulsa. Balas YA ke 505 /tkn*505#,3/22/2018 13:07,2,29,2,0.068965517,0.068965517,13,DAY,FALSE
ham,"Mba eni ada di rumah jam berapa ya? aku mau pesen pasir sama makanan kucing nih, biar ada yang nerima di rumah
-Tiara",7/7/2017 15:42,0,23,0,0,0,15,DAY,FALSE
spam,PAKET BRONET 4G OWSEM 4GB sudah aktif. 1GB kuota utama+3GB kuota 4G berlaku di jam 00-23.59 s.d 19-04-2018.Info838,3/21/2018 12:42,6,23,5,0.260869565,0.217391304,12,DAY,FALSE
ham,Transaksi mudah dengan Go Mobile! Yuk login & dapatkan bonus pulsa 25 ribu! Ikuti langkah mudahnya branchlessbanking.cimbniaga.co.id/satu-perangkat S&K:14041,11/10/2017 20:04,0,21,2,0,0.095238095,20,NIGHT,TRUE
spam,"Sisa kuota 299 MB. Beli Extra Kuota/Upgrade FreedomCombo, nikmati akses APPS & YouTube SEPUASNYA serta DataRollover. Kelebihan pakai kena trf perKB. Info *123#",11/25/2017 10:38,3,23,2,0.130434783,0.086956522,10,DAY,FALSE
spam,"Hemat Nelp,SMS,&Internetan di Tanah Suci mulai Rp200rb/40hr, tanpa perlu ganti kartu. Ibadah Haji jd semakin nyaman. Tekan *122*1#. Info http://im3.do/haji PAI1",8/19/2017 8:53,2,28,2,0.071428571,0.071428571,8,MORNING,FALSE
ham,Sms bgt nih ti haha,10/9/2017 21:54,0,5,0,0,0,21,NIGHT,TRUE
ham,Telegram code 53271,1/1/2018 20:37,0,3,1,0,0.333333333,20,NIGHT,TRUE
ham,Staff only! Register w/ office email @ shop.samsung .com/id_epp/cimbniaga. Disc upto 45%+add Disc 10% + 0% upto 24 mos Samsung TV. Till 30Apr'18.T&C Info 14041,4/24/2018 10:21,1,29,6,0.034482759,0.206896552,10,DAY,FALSE
ham,eh kamu lg kuliah nggak ran?,11/27/2017 9:43,0,6,0,0,0,9,MORNING,FALSE
ham,(CITITRANS)CT: Pesanan anda tujuan Fatmawati-Dipati Ukur pd 2017-12-09 05:15:00 dgn no kursi 8 tercatat dgn kode booking BOAP17120276068,12/6/2017 10:10,3,24,7,0.125,0.291666667,10,DAY,FALSE
